Date,Open,High,Low,Close,Volume
2020-03-24,3.2314,3.5407,3.2314,3.4187,996597
2020-03-25,3.5407,3.6303,3.3861,3.5083,109338
2020-03-26,3.5733,3.9233,3.5,3.8989,1370007
2020-03-27,3.8989,3.9803,3.6629,3.6954,142734
2020-03-30,3.8908,3.8908,3.7117,3.7442,65226
2020-03-31,3.8663,3.8663,3.6466,3.7442,99204
2020-04-01,3.793,3.793,3.671,3.7442,31662
2020-04-02,3.7525,3.7525,3.671,3.7361,57044
2020-04-03,3.7361,3.7769,3.671,3.7361,98006
2020-04-06,3.7361,3.7686,3.6954,3.7035,169586
2020-04-07,3.7035,3.9152,3.6059,3.6466,278585
2020-04-08,3.6547,3.6547,3.5407,3.6221,83601
2020-04-09,3.6629,3.7361,3.6059,3.6303,315624
2020-04-14,3.6385,3.7035,3.5896,3.6385,567684
2020-04-15,3.6547,4.1024,3.5733,4.0699,577720
2020-04-16,4.2164,4.6722,4.1512,4.4768,729621
2020-04-17,4.5583,4.6396,4.428,4.5908,391051
2020-04-20,4.7862,4.9001,4.6234,4.9001,315047
2020-04-21,5.0466,5.0466,4.2489,4.9326,598786
2020-04-22,4.8675,5.2094,4.8675,5.0955,350934
2020-04-23,5.128,5.2094,5.0955,5.128,130607
2020-04-24,5.128,5.1606,4.949,5.0955,426730
2020-04-27,7.1141,8.0424,6.8373,6.9187,4401941
2020-04-28,7.4397,8.9939,6.935,7.3257,4459665
2020-04-29,7.6937,7.861,6.9243,7.1083,2068050
2020-04-30,7.0915,7.1083,6.3891,6.4393,1819623
2020-05-04,6.7069,7.6268,6.5396,7.0247,2570200
2020-05-05,6.6734,7.0915,6.1884,6.2552,5212278
2020-05-06,6.0212,6.5898,5.6699,6.0212,4242610
2020-05-07,6.3557,6.9912,5.9542,6.9745,3462539
2020-05-08,7.2756,7.5097,7.0581,7.2756,2542785
2020-05-11,7.426,7.4762,7.0915,7.2756,1081328
2020-05-12,7.2923,7.7773,7.1919,7.6101,1055919
2020-05-13,7.6101,7.8442,7.3759,7.5766,932199
2020-05-14,7.4093,7.4428,6.6734,7.0748,2397907
2020-05-15,7.2087,7.3759,6.8239,7.1584,521327
2020-05-18,7.1919,7.8108,7.1584,7.5766,1488715
2020-05-19,7.5933,7.8275,7.3759,7.4428,848354
2020-05-20,7.2756,7.5933,7.1751,7.4093,505626
2020-05-21,7.4428,7.5599,7.2421,7.3257,694787
2020-05-22,7.3592,7.3592,7.0414,7.1919,472683
2020-05-25,7.2756,7.2756,7.0414,7.1919,381893
2020-05-26,7.1919,7.4093,7.1417,7.2421,389608
2020-05-27,7.1751,7.1919,6.8741,7.0079,696386
2020-05-28,7.0915,7.0915,6.7069,6.8574,591693
2020-05-29,6.9243,7.3592,6.8574,7.2421,531496
2020-06-01,7.3424,8.6972,7.3424,8.6554,2777364
2020-06-02,8.4881,9.1572,8.2791,8.6972,1917039
2020-06-03,8.7809,9.0319,8.6136,8.8231,901286
2020-06-04,8.8649,8.8649,8.3627,8.7809,667161
2020-06-05,8.9066,9.785,8.8649,9.199,1960873
2020-06-08,9.199,9.4914,8.739,9.0319,913510
2020-06-09,8.8649,9.2408,8.4045,9.2408,1037847
2020-06-10,9.4078,9.868,9.1155,9.785,685830
2020-06-12,9.3243,10.369,9.2408,10.119,1447435
2020-06-15,10.286,10.788,9.743,10.119,1328702
2020-06-16,10.369,10.453,10.119,10.286,313339
2020-06-17,10.286,10.369,9.952,10.035,512336
2020-06-18,9.952,10.746,9.826,10.369,813545
2020-06-19,10.453,10.453,10.161,10.453,267222
2020-06-22,10.411,10.411,10.119,10.369,417513
2020-06-23,10.411,11.206,10.244,10.704,1085262
2020-06-24,10.872,10.997,10.369,10.579,646832
2020-06-25,10.537,10.83,10.495,10.537,383939
2020-06-26,10.579,10.746,10.411,10.579,389247
2020-06-29,10.579,10.997,10.579,10.872,488703
2020-06-30,10.872,11.247,10.621,10.955,1050022
2020-07-01,10.872,11.039,10.495,10.788,503274
2020-07-02,10.788,10.788,10.579,10.788,322337
2020-07-03,10.663,11.457,10.663,11.247,864905
2020-07-06,11.039,11.624,11.039,11.583,1299308
2020-07-07,11.624,12.461,11.289,12.084,1936384
2020-07-08,12.167,12.795,12.167,12.21,1546787
2020-07-09,12.335,12.502,11.958,12.21,704475
2020-07-10,12.293,12.669,12.042,12.461,427794
2020-07-13,12.628,13.547,12.586,13.38,1143610
2020-07-14,13.756,15.011,13.589,14.258,1871292
2020-07-15,14.886,15.178,13.422,13.798,1903501
2020-07-16,14.05,14.384,13.13,13.547,1217828
2020-07-17,13.84,14.928,13.798,14.928,1152368
2020-07-20,16.14,17.729,15.722,17.729,3327843
2020-07-21,18.398,20.74,17.979,20.071,4119173
2020-07-22,20.572,22.244,18.649,22.161,2552216
2020-07-23,22.496,23.917,21.157,21.994,3586963
2020-07-24,21.994,22.244,20.154,21.324,1901072
2020-07-27,21.324,23.416,20.74,23.416,1785271
2020-07-28,23.499,24.503,23.165,23.75,1605662
2020-07-29,20.071,20.656,16.307,16.307,9052189
2020-07-30,16.056,17.06,12.962,13.715,8243546
2020-07-31,14.467,16.056,14.133,16.056,5008783
2020-08-03,16.725,17.478,16.14,17.143,2610368
2020-08-04,17.478,18.565,15.053,16.265,4218854
2020-08-05,16.558,17.395,15.555,17.143,1684302
2020-08-06,17.478,17.562,15.764,15.889,1153015
2020-08-07,15.555,15.889,14.384,15.889,1681109
2020-08-10,15.847,15.847,14.886,14.886,887400
2020-08-11,14.634,14.802,13.883,14.342,1320978
2020-08-12,14.509,14.928,13.38,14.719,1314926
2020-08-13,14.886,15.722,14.719,15.304,1382293
2020-08-14,15.429,15.722,14.719,15.262,672659
2020-08-17,15.22,15.806,14.886,14.886,696241
2020-08-18,15.053,15.555,14.3,14.969,1221741
2020-08-19,14.928,15.053,14.384,14.467,542755
2020-08-20,14.467,15.387,14.008,15.387,1252272
2020-08-21,15.387,16.14,15.053,15.178,1881926
2020-08-24,15.387,15.429,14.802,14.886,357594
2020-08-25,14.969,15.011,14.551,14.634,290097
2020-08-26,14.634,14.719,14.133,14.719,511994
2020-08-27,14.719,15.262,14.384,14.719,533699
2020-08-28,14.844,15.053,14.676,14.928,285557
2020-08-31,15.011,15.053,14.467,14.551,342713
2020-09-01,14.509,14.802,14.05,14.258,486209
2020-09-02,14.3,14.886,14.258,14.761,481846
2020-09-03,14.928,15.178,14.467,14.467,553237
2020-09-04,14.217,14.886,14.091,14.217,532982
2020-09-07,14.467,14.886,14.3,14.425,532678
2020-09-08,14.551,14.551,12.544,13.756,2252524
2020-09-09,13.589,14.342,13.422,14.05,907621
2020-09-10,14.133,14.133,13.255,13.339,905344
2020-09-11,13.339,13.547,13.172,13.38,379009
2020-09-14,13.339,13.966,13.297,13.422,410506
2020-09-15,13.464,13.631,13.38,13.547,325563
2020-09-16,13.464,13.798,13.464,13.631,208899
2020-09-17,13.547,13.589,13.38,13.464,238756
2020-09-18,13.589,14.928,13.547,14.634,1725495
2020-09-21,14.802,14.886,13.631,13.715,1050493
2020-09-22,13.798,14.3,13.631,13.966,496843
2020-09-23,13.84,14.05,13.422,13.589,604456
2020-09-24,13.422,13.464,13.088,13.088,613412
2020-09-25,13.088,13.172,12.502,12.544,1011111
2020-09-28,12.544,14.05,11.833,13.631,2791944
2020-09-29,13.631,13.883,12.836,12.878,1022373
2020-09-30,12.962,13.547,12.377,12.962,973524
2020-10-01,13.13,13.339,12.753,12.878,540516
2020-10-02,12.711,13.046,12.711,12.753,421617
2020-10-05,12.92,14.342,12.795,14.133,1325429
2020-10-06,14.217,14.634,13.589,13.631,1210255
2020-10-07,13.547,13.715,13.255,13.38,502553
2020-10-08,13.631,13.715,12.878,12.92,931477
2020-10-09,13.13,13.213,12.753,12.962,820064
2020-10-12,12.962,13.004,12.711,12.795,400970
2020-10-13,12.92,13.673,12.878,13.464,1190248
2020-10-14,13.422,14.593,13.38,13.631,2287098
2020-10-15,13.715,14.05,13.046,13.464,756011
2020-10-16,13.297,14.969,13.297,14.886,1453434
2020-10-19,15.387,16.098,14.3,14.384,3757047
2020-10-20,14.467,14.844,14.133,14.258,861076
2020-10-21,14.342,14.551,13.883,14.008,754949
2020-10-22,13.966,14.091,13.547,13.631,967006
2020-10-23,13.547,14.091,13.297,13.798,964161
2020-10-26,15.053,15.429,14.217,14.3,3290852
2020-10-27,14.467,15.095,14.342,14.886,1174736
2020-10-28,14.802,14.886,12.836,13.924,2041587
2020-10-29,14.008,14.091,13.255,13.798,795562
2020-10-30,13.464,13.715,12.92,13.046,919847
2020-11-02,13.38,13.756,13.046,13.13,948514
2020-11-03,13.213,13.547,13.213,13.213,448546
2020-11-04,13.38,14.091,13.255,13.715,1155660
2020-11-05,13.966,14.551,13.966,14.551,1159400
2020-11-06,14.425,14.844,13.924,14.342,755285
2020-11-09,14.676,14.676,13.506,14.217,1113928
2020-11-10,14.05,14.384,13.883,14.05,617058
2020-11-12,14.05,14.384,13.883,14.258,407675
2020-11-13,14.258,14.3,14.05,14.05,245866
2020-11-16,14.175,14.384,13.924,14.05,394116
2020-11-17,14.091,14.175,13.715,13.798,583395
2020-11-18,13.798,13.966,13.547,13.966,349244
2020-11-19,13.966,14.05,13.756,13.84,303460
2020-11-20,13.883,13.966,13.673,13.966,238297
2020-11-23,13.966,14.008,13.715,13.84,298762
2020-11-24,13.798,14.802,13.715,14.593,987341
2020-11-25,14.634,14.676,14.05,14.133,390227
2020-11-26,14.133,14.3,13.84,13.966,323542
2020-11-27,14.008,14.217,13.924,14.133,258371
2020-11-30,14.133,14.133,13.547,13.883,478202
2020-12-01,13.715,14.217,13.38,13.506,601753
2020-12-02,13.547,13.966,13.422,13.673,489642
2020-12-03,13.798,13.798,13.631,13.715,181171
2020-12-04,13.715,13.883,13.547,13.589,393459
2020-12-07,13.589,13.673,13.255,13.506,665275
2020-12-08,13.422,14.05,13.38,14.008,606558
2020-12-09,14.05,14.05,13.631,13.631,567217
2020-12-10,13.631,14.634,13.422,14.384,1143671
2020-12-11,14.3,14.342,13.673,13.84,660396
2020-12-14,13.883,13.966,13.422,13.547,607833
2020-12-15,13.547,13.756,13.506,13.673,238904
2020-12-16,13.673,13.756,13.547,13.589,268576
2020-12-17,13.798,13.966,13.464,13.547,409035
2020-12-18,13.464,13.715,13.38,13.464,882816
2020-12-21,13.506,13.798,13.297,13.673,614697
2020-12-22,13.547,13.84,13.506,13.547,272015
2020-12-23,13.547,13.673,13.506,13.589,487834
2020-12-28,13.589,15.806,13.506,14.928,4063210
2020-12-29,15.011,15.512,14.844,15.053,1242955
2020-12-30,15.136,15.136,14.634,14.969,554726
2021-01-04,15.136,17.562,15.095,17.06,2226728
2021-01-05,16.809,17.896,16.6,17.812,1742414
2021-01-07,18.064,18.9,18.064,18.732,1228559
2021-01-08,18.984,18.984,17.729,18.147,1208537
2021-01-11,18.565,18.816,16.725,17.562,1804580
2021-01-12,17.395,17.729,16.684,17.311,866550
2021-01-13,17.478,17.478,16.558,16.725,1042085
2021-01-14,16.642,17.228,16.349,17.06,627015
2021-01-15,16.809,17.06,16.558,16.809,454945
2021-01-18,16.725,16.809,16.349,16.558,446299
2021-01-19,16.6,17.311,16.558,16.893,662009
2021-01-20,16.893,17.228,16.475,16.642,467544
2021-01-21,16.725,17.06,16.475,16.684,344559
2021-01-22,16.725,16.809,16.349,16.725,351901
2021-01-25,16.725,16.809,16.433,16.684,383219
2021-01-26,16.642,16.684,16.307,16.6,486486
2021-01-27,16.558,16.558,15.304,15.68,1174267
2021-01-28,15.387,16.056,14.593,16.056,1060099
2021-01-29,15.764,16.517,15.555,15.847,605196
2021-02-01,15.806,16.307,15.764,16.098,352465
2021-02-02,16.265,16.391,15.889,16.307,330271
2021-02-03,16.433,17.478,16.223,17.311,1069660
2021-02-04,14.719,15.471,13.84,14.175,5954721
2021-02-05,14.175,14.509,13.883,14.05,1358860
2021-02-08,14.091,14.175,13.38,13.547,1427721
2021-02-09,13.422,14.008,13.297,13.924,1053077
2021-02-10,13.924,14.05,13.589,13.589,425837
2021-02-11,13.798,13.798,13.506,13.673,328423
2021-02-12,13.631,13.84,13.589,13.673,420124
2021-02-15,13.631,13.756,13.631,13.673,337934
2021-02-16,13.673,13.756,13.506,13.756,430262
2021-02-17,13.966,14.3,13.715,13.798,807879
2021-02-18,13.84,13.883,13.631,13.631,454249
2021-02-19,13.673,13.756,13.506,13.506,295192
2021-02-22,13.506,13.589,13.255,13.297,592699
2021-02-23,13.297,13.589,13.213,13.589,355592
2021-02-24,13.464,13.589,13.339,13.422,220985
2021-02-25,13.506,13.631,13.422,13.547,174513
2021-02-26,13.547,13.589,13.297,13.339,267122
2021-03-01,13.506,13.547,13.339,13.38,224687
2021-03-02,13.422,13.547,13.38,13.464,238202
2021-03-03,13.464,13.547,13.339,13.422,362554
2021-03-04,13.422,13.506,13.13,13.38,345329
2021-03-05,13.38,13.506,13.213,13.38,242931
2021-03-08,13.464,13.506,13.339,13.506,173808
2021-03-09,13.506,14.384,13.38,14.342,950463
2021-03-10,14.634,14.634,13.673,13.673,920812
2021-03-11,13.798,14.342,13.589,14.3,1088354
2021-03-12,14.342,14.551,14.05,14.3,782913
2021-03-15,14.509,15.304,14.384,15.178,826310
2021-03-16,15.262,15.512,14.802,14.969,685020
2021-03-17,15.136,15.178,14.467,14.761,562812
2021-03-18,14.761,14.928,14.593,14.719,230073
2021-03-19,14.634,15.095,14.509,14.509,450294
2021-03-22,14.634,14.969,14.342,14.467,413342
2021-03-23,14.467,14.593,14.217,14.217,327593
2021-03-24,14.258,14.384,14.05,14.217,331865
2021-03-25,14.217,14.258,13.883,14.091,315839
2021-03-26,14.133,14.3,13.966,14.133,172571
2021-03-29,14.217,14.425,14.05,14.217,341594
2021-03-30,14.3,14.3,14.133,14.175,184504
2021-03-31,14.258,14.634,14.091,14.342,439843
2021-04-01,14.384,14.928,14.342,14.601,461952
2021-04-06,14.886,15.228,14.794,15.02,649573
2021-04-07,15.095,15.095,14.886,14.936,369634
2021-04-08,14.903,15.722,14.886,15.68,800827
2021-04-09,15.856,16.056,15.555,15.722,626265
2021-04-12,15.739,15.998,15.354,15.806,599776
2021-04-13,15.806,15.923,15.722,15.772,289618
2021-04-14,15.906,16.625,15.847,16.223,1164600
2021-04-15,16.475,16.625,16.248,16.332,633667
2021-04-16,16.349,16.349,15.512,15.555,1258943
2021-04-19,15.555,15.889,15.053,15.12,967170
2021-04-20,15.732,15.872,15.296,15.463,739544
2021-04-21,15.435,15.435,15.073,15.417,292199
2021-04-22,15.315,15.5,15.129,15.315,265185
2021-04-23,15.38,15.389,15.018,15.092,309402
2021-04-26,16.521,17.143,16.336,16.874,2098371
2021-04-27,16.893,16.893,16.382,16.447,436280
2021-04-28,16.354,16.354,15.964,16.011,414480
2021-04-29,16.066,16.66,15.964,16.512,401002
2021-04-30,16.605,17.041,16.568,16.809,628125
2021-05-04,16.828,16.902,16.104,16.243,500421
2021-05-05,16.289,16.336,16.159,16.224,176464
2021-05-06,16.428,16.512,15.788,15.788,408272
2021-05-07,15.779,16.039,15.593,15.76,394011
2021-05-10,15.779,15.927,15.472,15.575,449991
2021-05-11,15.584,15.853,15.575,15.677,274433
2021-05-12,15.825,16.271,15.825,15.927,310434
2021-05-13,15.937,16.039,15.686,15.788,261612
2021-05-14,15.788,15.862,15.621,15.76,98105
2021-05-17,15.742,16.122,15.695,15.964,205610
2021-05-18,15.872,16.011,15.732,15.779,116685
2021-05-19,15.807,15.816,15.593,15.64,176653
2021-05-20,15.686,15.909,15.612,15.834,169665
2021-05-21,15.937,16.261,15.844,16.206,276647
2021-05-24,16.299,16.466,15.89,16.159,312565
2021-05-25,16.15,16.336,15.964,16.011,234908
2021-05-26,16.131,16.605,16.094,16.493,274160
2021-05-27,16.586,16.8,16.289,16.614,856675
2021-05-28,16.521,16.521,16.261,16.428,119449
2021-05-31,16.428,16.428,16.057,16.187,143641
2021-06-01,16.085,16.178,15.974,16.057,134919
2021-06-02,16.011,16.512,15.992,16.363,132894
2021-06-04,16.363,16.558,16.289,16.308,163348
2021-06-07,16.391,16.428,16.15,16.419,151573
2021-06-08,16.382,16.809,16.308,16.623,350894
2021-06-09,16.623,16.698,16.531,16.531,98399
2021-06-10,16.521,16.985,16.475,16.967,272819
2021-06-11,16.985,17.728,16.985,17.394,721939
2021-06-14,17.533,17.542,17.19,17.524,206059
2021-06-15,17.477,17.524,16.763,16.781,357603
2021-06-16,16.735,16.735,16.196,16.345,373448
2021-06-17,16.345,16.456,15.872,16.011,311363
2021-06-18,16.057,16.373,16.02,16.094,232506
2021-06-21,16.094,16.373,16.057,16.131,150254
2021-06-22,16.131,16.382,16.057,16.066,94721
2021-06-23,16.057,16.243,16.057,16.15,68060
2021-06-24,16.15,16.215,16.057,16.15,114025
2021-06-25,16.141,16.215,16.104,16.15,70695
2021-06-28,16.131,16.224,15.974,16.057,111495
2021-06-29,16.076,16.317,16.029,16.029,154413
2021-06-30,16.15,16.243,16.057,16.15,214991
2021-07-01,16.178,16.215,15.89,15.964,284494
2021-07-02,15.983,16.011,15.825,15.964,96919
2021-07-05,15.974,16.011,15.825,15.899,77268
2021-07-06,15.927,15.983,15.825,15.872,81354
2021-07-07,15.881,15.964,15.732,15.76,134150
2021-07-08,15.769,16.243,15.695,16.057,255708
2021-07-09,16.15,16.159,15.667,15.704,231226
2021-07-12,15.769,15.872,15.296,15.361,392359
2021-07-13,15.5,15.723,15.305,15.556,175503
2021-07-14,15.5,15.649,15.315,15.445,118730
2021-07-15,15.389,15.5,15.315,15.315,128407
2021-07-16,15.305,15.315,15.129,15.129,138783
2021-07-19,15.129,15.166,14.804,14.851,225879
2021-07-20,15.129,15.537,14.99,15.537,270964
2021-07-21,15.315,15.445,15.036,15.324,226195
2021-07-22,15.389,16.057,15.389,15.872,310826
2021-07-23,15.964,16.076,15.649,15.825,156625
2021-07-26,15.825,15.964,15.593,15.602,104329
2021-07-27,15.64,15.76,15.138,15.222,249063
2021-07-28,15.454,15.584,15.278,15.38,77664
2021-07-29,11.138,12.53,11.138,12.168,6775880
2021-07-30,12.159,12.809,12.122,12.734,1534786
2021-08-02,12.744,12.799,11.992,12.038,960122
2021-08-03,12.066,12.326,11.333,11.862,999856
2021-08-04,11.973,12.242,11.973,12.14,367512
2021-08-05,12.159,12.716,12.15,12.577,899354
2021-08-06,12.669,12.846,12.604,12.66,299556
2021-08-09,12.669,13.18,12.577,13.161,519010
2021-08-10,13.217,13.458,13.133,13.412,325829
2021-08-11,13.458,13.839,13.254,13.811,394401
2021-08-12,13.922,14.219,13.282,13.412,647409
2021-08-13,13.43,13.514,12.901,13.254,261672
2021-08-16,13.43,13.44,12.948,12.994,176905
2021-08-17,12.994,13.004,12.725,12.92,184679
2021-08-18,12.994,13.106,12.577,12.939,146059
2021-08-19,13.004,13.412,12.771,13.273,315602
2021-08-20,13.301,13.542,13.301,13.43,203683
2021-08-23,13.44,13.458,13.273,13.347,90812
2021-08-24,13.393,13.458,13.022,13.05,245706
2021-08-25,13.106,13.31,13.05,13.078,136788
2021-08-26,13.161,13.301,13.096,13.236,126291
2021-08-27,13.263,13.347,13.133,13.273,88063
2021-08-30,13.393,13.403,13.124,13.263,110450
2021-08-31,13.226,13.245,13.087,13.18,163359
2021-09-01,13.18,13.18,12.864,12.929,308111
2021-09-02,13.059,13.106,12.929,13.004,197426
2021-09-03,12.994,13.059,12.874,12.901,197712
2021-09-06,12.911,13.013,12.651,12.679,254288
2021-09-07,12.679,12.939,12.53,12.716,250765
2021-09-08,12.669,12.976,12.632,12.883,259104
2021-09-09,12.901,12.901,12.725,12.725,65587
2021-09-10,12.809,12.809,12.632,12.632,93820
2021-09-13,12.623,12.66,12.456,12.614,435324
2021-09-14,12.577,12.623,12.391,12.456,196433
2021-09-15,12.437,12.799,12.428,12.669,217176
2021-09-16,12.623,12.716,12.465,12.465,111598
2021-09-17,12.465,12.707,12.298,12.707,220846
2021-09-20,12.716,13.133,12.539,12.966,457024
2021-09-21,13.05,13.236,12.818,13.059,950469
2021-09-22,12.994,13.05,12.79,12.79,126688
2021-09-23,12.734,12.855,12.577,12.604,132270
2021-09-24,12.614,12.799,12.586,12.734,78816
2021-09-27,12.744,12.939,12.734,12.901,73133
2021-09-28,12.939,13.189,12.827,13.004,341792
2021-09-29,12.985,13.263,12.985,13.087,148722
2021-09-30,13.208,13.217,13.059,13.059,130623
2021-10-01,13.069,13.18,12.911,12.911,117379
2021-10-04,12.892,12.994,12.818,12.846,67212
2021-10-05,12.911,12.929,12.642,12.744,112670
2021-10-06,12.809,13.319,12.623,13.31,278442
2021-10-07,13.366,13.403,13.031,13.096,139546
2021-10-08,13.059,13.366,13.031,13.189,154529
2021-10-11,13.273,13.273,12.818,12.994,188761
2021-10-12,13.041,14.164,12.911,13.876,740671
2021-10-13,14.108,14.136,13.533,13.644,205249
2021-10-14,13.644,14.071,13.644,13.69,184058
2021-10-15,13.802,14.015,13.69,14.015,166863
2021-10-18,14.052,14.089,13.885,13.95,114399
2021-10-19,13.96,14.47,13.941,14.201,276561
2021-10-20,14.21,14.619,14.21,14.563,390294
2021-10-21,14.656,14.711,13.932,14.294,298907
2021-10-22,14.294,14.47,14.192,14.322,158881
2021-10-25,14.386,14.851,14.294,14.572,407408
2021-10-26,16.029,16.234,15.129,15.333,1975588
2021-10-27,15.361,15.491,14.943,15.036,450223
2021-10-28,15.036,15.315,14.953,15.166,196176
2021-10-29,15.287,15.565,15.203,15.24,203604
2021-11-02,15.24,15.278,14.999,14.999,150610
2021-11-03,14.962,15.11,14.665,14.702,243239
2021-11-04,14.721,14.962,14.702,14.851,196772
2021-11-05,14.851,15.101,14.758,14.851,136152
2021-11-08,14.869,15.407,14.869,15.148,155283
2021-11-09,15.166,15.278,14.851,14.943,143597
2021-11-10,14.925,15.036,14.034,14.693,275352
2021-11-12,14.748,15.036,14.748,14.878,77855
2021-11-15,14.99,14.999,14.758,14.869,108921
2021-11-16,14.851,14.971,14.684,14.897,92061
2021-11-17,14.776,14.906,14.711,14.711,46097
2021-11-18,14.721,14.934,14.674,14.702,143573
2021-11-19,14.711,14.813,14.405,14.47,176279
2021-11-22,14.396,14.461,14.127,14.275,148996
2021-11-23,14.275,14.516,13.969,14.229,182004
2021-11-24,14.229,14.405,14.015,14.108,124232
2021-11-25,14.275,14.275,14.108,14.192,79644
2021-11-26,14.127,15.203,14.127,14.943,732175
2021-11-29,14.99,15.398,14.628,14.851,269553
2021-11-30,14.758,15.018,14.665,14.711,98411
2021-12-01,14.804,14.99,14.656,14.99,88366
2021-12-02,15.036,15.742,14.916,15.667,406631
2021-12-03,15.667,15.751,15.435,15.751,138158
2021-12-06,15.695,16.039,15.343,15.361,231134
2021-12-07,15.296,15.658,15.268,15.407,89435
2021-12-08,15.324,15.76,15.305,15.649,112609
2021-12-09,15.556,15.779,15.435,15.63,105709
2021-12-10,15.677,15.686,15.018,15.361,168636
2021-12-13,15.203,15.38,15.129,15.305,83311
2021-12-14,15.166,15.175,14.813,14.813,180551
2021-12-15,14.851,15.194,14.6,14.6,193555
2021-12-16,14.795,15.027,14.665,14.813,152337
2021-12-17,14.804,14.878,14.619,14.646,187747
2021-12-20,14.581,14.832,14.581,14.758,174725
2021-12-21,14.776,15.036,14.711,15.018,179984
2021-12-22,14.953,15.11,14.86,14.869,174319
2021-12-23,14.897,14.934,14.758,14.832,135672
2021-12-27,14.851,15.027,14.721,14.943,176589
2021-12-28,14.925,15.027,14.739,14.823,313272
2021-12-29,14.851,15.463,14.851,15.417,142134
2021-12-30,15.417,15.723,15.398,15.575,141410
2022-01-03,15.463,15.76,15.426,15.723,100289
2022-01-04,15.723,15.751,15.361,15.361,80147
2022-01-05,15.352,15.612,15.352,15.417,67888
2022-01-07,15.575,16.243,15.5,16.085,355820
2022-01-10,16.141,16.512,14.971,15.11,1018469
2022-01-11,15.213,15.519,14.981,15.222,207295
2022-01-12,15.24,15.565,15.24,15.333,120951
2022-01-13,15.445,15.649,15.231,15.547,107903
2022-01-14,15.547,15.825,15.361,15.584,140916
2022-01-17,15.769,15.825,15.565,15.621,93678
2022-01-18,15.714,15.714,15.361,15.417,89772
2022-01-19,15.407,15.677,15.278,15.64,133511
2022-01-20,15.575,15.927,15.435,15.779,336190
2022-01-21,15.704,15.937,15.463,15.593,180150
2022-01-24,15.612,16.15,15.045,15.398,1179081
2022-01-25,15.287,15.751,15.166,15.305,243889
2022-01-26,15.315,15.649,15.259,15.278,122151
2022-01-27,15.278,15.667,15.278,15.361,118051
2022-01-28,15.5,15.612,15.324,15.343,115597
2022-01-31,15.398,15.63,15.324,15.38,105170
2022-02-01,15.407,15.537,14.906,14.953,271529
2022-02-02,15.138,15.723,15.138,15.24,443976
2022-02-03,15.315,15.333,14.934,15.008,199570
2022-02-04,15.073,15.157,14.953,15.12,63721
2022-02-07,15.213,15.296,14.962,15.213,75425
2022-02-08,15.036,15.213,14.943,15.148,93431
2022-02-09,15.157,15.175,14.405,14.758,331404
2022-02-10,14.804,14.869,14.563,14.869,134689
2022-02-11,14.702,14.916,14.554,14.572,177220
2022-02-14,14.516,14.572,14.154,14.572,210353
2022-02-15,14.572,14.869,14.572,14.73,111741
2022-02-16,14.758,14.934,14.619,14.758,69646
2022-02-17,14.544,14.748,14.229,14.312,179857
2022-02-18,14.34,14.544,14.294,14.479,102377
2022-02-21,14.479,14.516,13.644,14.257,303691
2022-02-22,14.117,14.535,13.848,14.386,184997
2022-02-23,14.461,14.535,14.08,14.08,64380
2022-02-24,13.458,14.619,12.716,13.18,1192286
2022-02-25,13.458,13.997,13.458,13.765,417025
2022-02-28,13.709,14.851,13.375,14.702,317290
2022-03-01,14.721,14.804,14.294,14.535,182569
2022-03-02,14.479,15.064,14.359,14.962,331147
2022-03-03,14.99,15.213,14.674,15.138,274096
2022-03-04,14.953,15.092,14.572,14.609,287124
2022-03-07,14.758,15.036,14.581,14.804,375363
2022-03-08,14.665,15.797,14.609,15.63,487962
2022-03-09,15.76,15.862,15.222,15.779,343308
2022-03-10,15.779,16.187,15.658,16.057,628897
2022-03-11,16.187,17.542,16.187,16.614,1198930
2022-03-14,16.8,16.995,16.549,16.855,190003
2022-03-15,16.837,16.893,16.354,16.698,181625
2022-03-16,16.679,16.818,16.354,16.707,254640
2022-03-17,16.688,16.893,15.927,16.243,529599
2022-03-18,16.336,16.855,16.336,16.781,345023
2022-03-21,17.041,17.264,16.846,17.004,514439
2022-03-22,17.264,17.914,17.171,17.849,533365
2022-03-23,17.895,18.043,17.301,17.589,326562
2022-03-24,17.635,17.821,16.92,17.616,336122
2022-03-25,17.635,17.811,17.449,17.626,96281
2022-03-28,17.839,17.886,17.496,17.635,121844
2022-03-29,17.644,17.802,17.505,17.598,191276
2022-03-30,17.589,17.839,17.171,17.468,170000
2022-03-31,17.552,18.359,17.357,17.969,663203
2022-04-01,18.192,18.192,17.839,18.006,93545
2022-04-04,18.099,19.454,18.062,18.953,908350
2022-04-05,18.842,18.99,18.619,18.953,188672
2022-04-06,18.953,19.306,18.73,19.213,240989
2022-04-07,19.213,19.881,19.213,19.77,369632
2022-04-08,19.751,19.9,18.934,18.953,267281
2022-04-11,18.99,19.863,18.99,19.491,317038
2022-04-12,19.677,20.475,19.454,20.234,638619
2022-04-13,20.16,20.345,19.454,19.51,246666
2022-04-14,19.51,19.844,19.306,19.324,109018
2022-04-19,19.399,19.751,18.916,19.083,201163
2022-04-20,19.083,19.473,18.805,18.916,140435
2022-04-21,18.916,19.176,18.238,18.238,349694
2022-04-22,18.257,19.139,18.238,18.934,410203
2022-04-25,18.786,19.343,17.839,18.749,844342
2022-04-26,18.842,18.934,18.331,18.452,565073
2022-04-27,20.03,20.252,18.656,19.733,2228629
